X79a	X85a	X89a	X84a	X48a	X82a	X34a	X27a	X21a	X16a	X60a	X62a	X63a	X67c	X65c	X39c	X10c	X44c	X78c	X76c
CDCA3	0	0	0	0	1	0	11	1	3	3	0	0	1	2	1	1	0	0	3	3
CDCA4	1	4	1	1	0	0	0	0	1	1	4	14	0	0	1	10	3	0	1	0
CDCA5	37	8	5	7	1	0	2	2	31	0	15	12	23	29	5	27	21	5	15	7
CDCA7	0	21	3	0	1	3	42	4	0	8	3	0	2	0	0	2	0	3	0	0
CDCA7L	1	17	15	1	9	17	3	27	0	21	32	8	9	12	2	0	0	5	2	0
CDCA8	4	2	1	0	1	1	1	10	2	2	4	36	2	14	2	9	6	0	2	5
CDCP1	4	10	18	1	0	10	1	13	13	1	12	34	5	19	6	10	0	29	1	10
CDCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH1	5	29	11	2	34	1	45	19	7	29	27	55	1	11	0	21	2	14	0	0
CDH10	548	292	139	51	95	129	422	91	492	412	621	785	135	233	539	366	199	237	326	307
CDH11	79	122	282	23	45	61	49	259	76	168	347	178	89	66	52	109	55	83	11	29
CDH12	2695	485	209	635	233	948	310	723	3217	741	1797	1150	1764	1486	2014	2233	895	791	2116	2011
CDH13	1223	254	160	241	134	175	117	389	983	429	549	715	444	409	628	518	104	352	387	484
CDH15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
CDH16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CDH17	5	1	0	0	0	0	1	1	0	0	0	0	5	1	0	0	0	2	0	1
CDH18	1629	933	198	347	157	493	374	593	1375	454	488	371	735	869	1219	1406	291	678	1111	823
CDH19	116	66	161	37	42	32	207	109	4	78	274	67	50	18	29	34	11	138	16	12
CDH2	780	428	137	135	125	274	308	220	776	441	487	416	440	442	609	743	238	421	426	530
CDH20	490	198	162	92	24	103	585	359	552	412	524	118	344	265	381	416	142	303	223	605
CDH22	79	37	20	27	9	55	78	51	141	17	53	16	51	79	109	74	45	58	82	93
CDH23	8	6	39	7	16	13	5	7	4	27	31	31	8	6	1	3	16	6	2	10
CDH24	27	20	6	1	11	0	4	5	2	10	13	55	0	7	3	3	24	6	0	36
CDH26	0	10	5	0	1	0	0	2	0	9	0	0	6	1	0	1	11	3	0	1
CDH3	1	8	1	0	0	12	0	0	2	1	2	0	0	1	0	1	0	0	0	0
CDH4	18	8	2	0	2	2	9	4	13	21	11	30	5	8	5	10	9	5	11	1
CDH5	3	28	26	12	30	38	2	7	6	101	9	64	20	8	1	0	1	1	0	15
CDH6	1829	555	274	298	305	873	324	702	2127	597	864	371	1157	1281	1590	1443	349	570	1420	1672
CDH7	230	124	11	13	11	105	86	19	170	75	31	261	1	25	96	33	21	25	2	40
CDH8	82	23	38	17	15	0	7	7	19	93	56	61	1	40	37	27	23	22	11	62
CDH9	16	0	0	0	13	0	1	22	4	0	8	0	0	2	7	0	0	0	22	0
CDHR1	356	96	64	44	27	111	118	133	287	150	259	232	209	111	240	162	102	78	136	210
CDHR2	3	1	0	5	1	1	1	10	1	3	3	1	7	9	3	3	15	2	0	0
CDHR3	59	40	70	25	17	31	35	71	113	107	42	24	31	152	26	55	66	18	38	29
CDHR4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
CDHR5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDIP1	214	120	105	35	67	185	69	117	307	120	212	313	162	133	218	227	156	114	161	243
CDIPT	1178	486	225	272	226	621	426	512	1208	602	1002	571	921	676	934	945	418	402	732	866
CDIPT-AS1	30	7	3	3	0	5	12	2	11	2	10	5	6	1	2	9	1	6	10	18
CDK1	2	0	7	1	0	0	0	0	1	1	1	0	4	3	0	3	0	0	1	3
CDK10	4	8	10	10	5	10	7	11	13	9	11	23	5	3	7	11	7	4	3	9
CDK11A	237	154	76	65	123	92	82	156	282	199	206	369	226	116	220	252	110	109	118	258
CDK11B	243	158	80	68	128	97	79	166	290	204	203	371	236	118	227	265	120	116	126	276
CDK12	1269	367	816	196	245	309	816	523	827	768	500	564	768	588	774	816	438	399	522	763
CDK13	387	289	138	98	94	111	317	232	472	481	470	198	354	200	327	574	111	223	196	248
CDK14	624	174	107	129	111	80	172	223	526	263	355	284	244	343	384	295	129	143	115	298
CDK15	1	13	42	1	0	0	0	19	2	15	0	109	0	0	0	3	0	2	2	1
CDK16	220	146	97	70	88	149	85	275	268	340	244	229	186	183	162	231	256	175	154	220
CDK17	632	382	232	89	106	255	264	362	607	295	602	467	342	284	358	383	96	326	249	313
CDK18	14	33	34	1	5	12	18	54	20	88	27	41	5	14	7	15	24	25	3	24
CDK19	44	44	230	12	90	52	103	248	171	159	186	290	113	160	38	94	27	162	37	23
CDK2	10	58	71	20	70	83	39	101	16	51	64	131	20	10	10	11	1	30	10	1
CDK20	37	29	4	5	4	31	2	14	76	39	63	110	20	42	19	37	16	15	36	69
CDK2AP1	1137	337	869	440	243	895	875	1245	1456	552	1262	1286	691	710	1005	930	263	712	608	583
CDK2AP2	12	39	8	3	12	17	35	18	7	6	20	31	31	6	12	20	23	8	7	6
CDK3	5	82	16	13	12	11	32	22	18	41	35	38	12	26	20	30	12	7	17	23
CDK4	74	42	73	19	25	29	142	71	143	68	211	247	73	46	66	91	70	51	83	132
CDK5	91	39	30	41	22	50	26	60	184	113	81	70	85	125	106	184	156	92	97	229
CDK5R1	1778	1067	133	522	315	729	887	922	1469	1149	1114	1065	1225	1181	1381	1280	420	446	1002	2020
CDK5R2	2037	1327	391	1103	743	1941	1540	1375	2427	2802	1926	2248	1820	1843	1964	2850	2328	1247	2226	3371
CDK5RAP1	49	64	30	32	12	32	42	26	42	30	9	61	47	23	39	59	5	34	13	43
CDK5RAP2	224	263	252	32	89	163	188	138	226	279	450	117	167	118	121	139	135	125	133	189
CDK5RAP3	78	77	107	14	45	38	50	109	54	80	79	123	70	29	43	41	53	26	34	62
CDK6	1366	168	119	198	74	452	247	338	710	336	417	113	250	380	555	383	322	334	330	368
CDK7	766	536	126	54	162	270	189	215	723	513	514	98	275	544	556	385	112	112	360	262
CDK8	616	119	98	102	84	177	77	192	501	170	294	222	241	311	584	389	33	122	360	295
CDK9	126	62	87	16	60	8	100	66	127	41	146	62	93	101	82	83	91	59	186	64
CDKAL1	95	75	45	19	12	34	48	33	69	58	47	53	23	34	42	59	35	131	60	65
CDKL1	83	125	25	16	18	16	23	82	120	51	48	116	65	100	75	122	28	35	89	78
CDKL2	1105	279	112	161	112	535	180	559	1422	547	768	477	938	661	966	1035	108	321	683	470
CDKL3	84	19	10	6	14	20	12	52	67	9	48	36	34	37	53	30	9	27	29	32
CDKL4	3	3	2	0	0	0	0	0	3	10	1	19	1	8	3	0	1	0	2	0
CDKL5	317	82	158	61	42	75	150	210	164	170	155	95	129	140	168	198	69	162	120	84
CDKN1A	447	138	1787	114	194	526	356	497	391	195	393	208	267	148	245	143	58	112	173	91
CDKN1B	255	108	186	60	83	193	159	204	260	137	217	184	105	72	148	281	135	131	151	145
CDKN1C	4	3	42	0	0	16	2	37	9	27	36	25	5	1	0	2	7	9	1	4
CDKN2A	0	8	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
CDKN2A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2AIP	174	56	100	38	24	180	294	79	136	105	276	174	119	140	93	116	28	36	119	39
CDKN2AIPNL	144	42	42	22	12	27	56	43	207	72	110	123	64	68	102	95	24	80	61	83
CDKN2B	283	65	65	14	37	102	35	29	303	56	89	57	89	112	200	181	32	44	112	95
CDKN2B-AS1	0	10	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	6	0	0
CDKN2C	10	18	0	4	0	3	2	7	32	3	13	11	7	3	8	10	0	17	4	18
CDKN2D	1086	209	186	182	199	465	129	459	1587	498	500	476	580	557	817	1187	426	420	725	319
CDKN3	80	14	0	19	2	9	9	9	106	3	8	4	3	24	57	25	2	28	41	52
CDNF	31	1	16	0	2	13	0	13	22	2	6	17	4	5	7	8	1	19	22	7
CDO1	522	182	90	97	52	196	132	165	349	220	215	314	168	241	344	232	33	116	196	274
CDON	298	106	63	44	60	78	272	168	123	272	348	575	107	83	122	268	173	106	160	67
CDPF1	0	4	3	0	0	1	0	1	6	0	2	2	0	8	7	3	4	1	0	1
CDR1	2663	3610	1289	727	583	1369	2356	4291	2065	2702	4037	4658	1416	1692	1804	1638	448	1733	1201	1670
CDR2	269	135	30	77	41	27	63	88	219	100	259	152	69	157	227	152	63	56	118	157
CDR2L	771	829	165	239	144	662	567	518	1033	919	826	583	762	725	743	931	315	253	701	1617
CDRT1	0	15	0	0	0	0	17	5	0	3	0	3	0	2	2	1	1	21	0	4
CDRT15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDRT15L2	3	2	0	3	0	0	2	0	1	0	1	1	0	0	0	0	0	0	2	0
CDRT15P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CDRT15P2	0	7	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CDRT4	75	73	23	19	20	28	22	48	73	55	60	78	46	37	81	96	43	23	39	44
CDRT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDRT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS1	885	210	61	184	73	269	133	285	630	295	486	375	263	524	577	500	244	239	370	540
CDS2	3785	1550	1660	1170	699	2286	1437	1486	3618	2491	3006	2296	2597	2328	2454	3792	2226	1967	2164	2987
CDSN	0	5	5	0	0	5	12	3	0	0	10	10	0	0	0	0	0	0	2	0
CDT1	2	3	0	0	0	0	0	0	2	0	1	1	0	0	0	1	2	0	0	0
CDV3	1752	683	665	281	411	735	753	1301	2261	1180	1721	1255	1089	1054	1501	1108	381	669	1104	1030
CDX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDX2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
CDX4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CDY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDY2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDYL	165	82	81	55	37	149	85	99	196	81	118	99	113	105	134	87	49	84	58	118
CDYL2	8	6	1	5	7	7	6	3	4	3	2	3	2	9	9	1	6	1	6	1
CEACAM1	0	6	21	0	16	0	11	16	0	1	1	40	0	3	0	5	0	7	0	0
CEACAM16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CEACAM18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM19	0	0	19	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0
CEACAM20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM21	7	1	1	2	0	4	1	14	0	8	35	2	0	0	1	0	3	13	9	12
CEACAM22P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
CEACAM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM8	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CEBPA	2	6	6	0	7	3	7	12	2	2	4	13	3	0	0	2	0	0	0	0
CEBPA-AS1	0	1	21	0	4	5	0	2	1	2	31	15	0	14	0	1	0	0	0	6
CEBPB	17	73	53	11	38	28	51	25	31	74	55	38	23	18	16	29	6	7	11	13
CEBPB-AS1	15	6	11	4	3	1	2	3	23	4	31	10	4	24	5	9	9	5	4	1
CEBPD	7	35	27	2	10	27	7	12	2	14	65	31	20	3	2	2	3	10	2	4
CEBPE	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
CEBPG	804	299	286	168	169	359	286	551	912	508	702	701	464	402	767	684	304	380	684	359
CEBPZ	1245	474	429	210	247	499	307	676	1254	643	1096	668	641	529	857	819	187	352	611	413
CEBPZOS	1091	568	246	274	273	308	445	572	1192	788	844	926	633	832	984	981	227	438	592	694
CECR1	403	341	317	137	164	229	119	293	381	401	510	745	710	543	556	706	315	205	205	250
CECR2	13	36	95	6	21	41	35	88	8	59	62	44	23	25	10	17	49	72	10	53
CECR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CECR5	38	10	3	14	30	6	11	17	32	20	20	45	15	12	45	17	35	30	25	32
CECR5-AS1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
CECR6	17	20	7	24	14	21	6	9	42	10	28	44	23	12	23	18	88	25	52	5
CECR7	0	8	30	8	49	23	57	144	22	14	56	1	32	16	79	291	68	67	11	207
CEL	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CELA2A	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA2B	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF1	543	439	521	141	174	517	321	605	372	895	855	699	342	404	280	638	310	411	225	213
CELF2	391	521	582	93	129	451	711	441	358	624	1099	1192	267	428	244	418	100	368	223	260
CELF2-AS1	2	8	7	0	2	0	14	11	0	23	2	31	0	0	0	1	11	7	3	10
CELF2-AS2	0	0	3	0	3	2	1	40	2	25	8	0	10	3	0	0	0	13	0	5
CELF3	38	15	5	10	11	15	42	49	22	43	57	39	11	15	10	31	20	64	20	15
CELF4	837	584	64	117	227	270	282	218	550	772	913	1075	437	241	299	302	237	300	302	369
CELF5	83	51	7	17	36	9	30	23	43	38	57	174	14	63	22	38	32	35	13	23
CELF6	89	173	22	26	59	26	78	54	66	101	217	275	58	30	53	57	51	40	20	68
CELP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR1	3	1	0	3	3	0	0	4	8	13	15	2	1	1	6	6	4	3	0	2
CELSR2	281	200	167	71	37	114	106	159	193	329	197	357	165	246	168	284	300	228	146	170
CELSR3	51	47	24	21	3	50	5	28	26	73	45	65	28	26	28	61	67	23	16	41
CELSR3-AS1	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0
CEMIP	52	165	236	41	197	37	94	72	19	406	373	139	44	25	23	137	71	131	14	17
CEMP1	26	40	7	14	26	25	27	53	34	39	43	31	14	17	23	66	15	19	46	84
CEND1	375	330	80	135	99	360	257	207	486	555	381	371	314	254	336	533	296	141	387	686
CENPA	0	0	0	3	0	0	0	0	0	5	0	0	0	0	2	0	0	1	0	0
CENPB	26	87	104	27	46	48	78	96	36	224	77	90	49	24	36	81	34	50	32	94
CENPBD1	27	11	10	6	15	20	32	38	59	25	58	90	44	39	23	32	13	24	29	2
CENPBD1P1	80	150	37	31	21	55	32	78	118	324	128	118	76	136	125	115	83	67	143	217
CENPC	284	224	105	57	53	78	75	203	176	292	273	406	162	84	119	193	81	156	97	81
CENPE	351	23	51	19	63	57	90	67	156	188	85	175	27	102	203	86	22	36	168	219
CENPF	129	75	33	20	8	33	13	20	153	109	102	18	81	41	145	93	19	66	73	70
CENPH	5	11	0	2	1	0	1	1	10	3	13	2	13	3	3	2	2	0	2	8
CENPI	1	3	0	0	0	2	0	2	3	5	0	1	8	0	8	5	0	0	1	10
CENPJ	420	263	103	76	59	38	85	153	320	288	237	201	112	310	232	283	90	150	176	300
CENPK	3	1	0	2	0	0	0	0	7	2	1	5	5	0	7	1	0	2	1	8
CENPL	1	12	0	1	2	13	0	1	0	8	10	5	2	0	2	6	2	0	1	2
CENPM	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CENPN	212	52	11	34	14	51	191	59	91	61	124	126	115	64	188	129	29	16	68	97
CENPO	46	28	23	2	20	37	195	67	106	41	132	49	85	57	26	34	44	31	29	39
CENPP	63	22	15	7	13	25	37	27	56	18	16	55	46	23	45	42	13	28	80	29
CENPQ	29	111	20	8	7	4	2	26	24	6	16	37	5	15	20	18	3	16	38	1
CENPT	78	39	24	28	10	51	59	49	84	94	40	38	70	50	33	74	108	40	35	76
CENPU	40	5	6	3	2	35	8	13	49	22	32	73	68	36	31	59	2	20	25	11
CENPV	11	19	0	4	16	16	30	4	21	12	38	19	3	7	15	7	20	13	5	9
CENPVP1	2	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0
CENPVP2	2	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0
CENPW	10	1	1	3	4	0	4	8	13	3	21	17	0	1	12	6	0	3	4	4
CEP104	502	250	217	168	118	145	167	318	453	250	460	367	431	314	322	339	242	269	341	462
CEP112	283	115	154	31	73	232	100	190	133	212	339	201	49	125	79	130	44	144	66	45
CEP120	178	132	96	44	50	61	56	130	222	339	220	380	196	217	175	244	100	142	136	266
CEP126	1922	412	230	386	300	569	516	720	1959	1356	1328	951	768	1214	1684	1333	406	812	1466	1205
CEP128	192	127	116	48	15	126	62	188	93	336	166	213	250	122	139	353	109	108	89	180
CEP131	0	1	4	0	1	0	1	0	3	2	2	4	0	2	0	1	0	2	1	1
CEP135	321	162	108	58	53	188	158	215	313	418	485	211	144	314	276	197	129	103	193	193
CEP152	69	30	35	14	21	6	85	199	37	22	85	31	37	94	52	21	22	85	32	90
CEP162	202	163	78	35	60	31	81	128	134	137	182	70	201	124	155	90	11	94	62	68
CEP164	47	88	97	12	19	37	77	76	64	55	103	26	86	47	27	58	61	58	39	67
CEP170	7298	3209	1486	1877	1079	2019	2214	3357	6955	3713	4101	3395	4360	4485	5786	5405	1708	2802	5059	5994
CEP170B	148	140	43	55	26	80	84	96	132	87	121	164	140	111	88	173	98	74	141	234
CEP170P1	3	2	0	0	0	1	0	1	2	0	11	3	0	0	1	3	2	1	0	1
CEP19	127	4	35	30	6	45	24	83	109	52	87	94	59	37	166	55	25	60	55	42
CEP192	173	84	66	20	32	40	111	85	206	212	186	122	169	126	179	145	59	117	102	66
CEP250	109	38	62	20	28	96	34	52	70	129	84	106	55	38	120	94	101	52	58	105
CEP290	985	285	231	160	186	111	242	475	634	669	583	860	459	599	689	856	159	322	480	399
CEP295	294	319	130	97	84	140	119	164	307	286	270	405	173	165	215	329	113	215	164	315
CEP295NL	1	11	4	0	0	9	12	9	0	11	1	1	19	3	0	3	1	0	0	0
CEP350	2677	1098	1231	514	439	849	1141	1663	2534	2222	2015	1896	1572	1838	1906	2212	853	1635	1271	1638
CEP41	373	135	88	60	49	144	112	138	385	132	363	116	295	129	275	314	222	147	227	318
CEP44	162	35	69	30	15	52	68	48	98	65	94	39	35	47	111	261	49	128	83	58
CEP55	0	15	4	0	1	0	0	0	0	0	0	0	5	2	0	0	0	0	3	0
CEP57	204	111	138	46	52	49	86	114	150	125	212	189	112	82	107	109	47	111	48	98
CEP57L1	134	23	10	24	10	77	11	60	91	40	61	138	107	113	72	103	41	54	102	38
CEP63	1580	498	531	242	157	467	644	811	1523	1064	1149	951	932	862	1040	911	390	483	741	493
CEP68	485	285	247	59	73	66	156	167	446	204	439	230	172	249	316	368	79	151	303	216
CEP70	762	195	173	89	86	214	203	330	584	227	328	486	310	369	540	341	57	225	380	397
CEP72	3	1	1	2	2	2	0	8	6	0	4	3	0	7	2	3	0	1	3	7
CEP76	36	64	13	12	3	8	23	26	32	16	56	26	23	14	45	61	4	27	30	34
CEP78	62	12	35	4	5	1	54	28	39	42	75	33	8	24	39	33	20	43	26	17
CEP83	147	121	123	21	69	194	72	94	271	314	165	147	133	78	131	246	23	135	165	162
CEP83-AS1	0	0	8	0	0	0	0	0	20	0	0	1	0	0	2	0	0	7	0	0
CEP85	37	27	63	8	4	6	2	35	28	51	75	22	12	37	18	71	6	19	27	13
CEP85L	343	46	105	68	58	84	203	90	280	225	229	303	198	167	169	301	77	99	63	170
CEP89	173	31	126	39	24	36	42	102	107	101	196	64	86	88	77	92	33	98	67	197
CEP95	212	158	131	47	48	162	123	270	140	199	497	270	140	101	137	162	44	159	74	125
CEP97	974	217	175	196	105	411	225	415	957	764	591	585	912	440	874	701	243	394	563	839
CEPT1	489	169	267	177	136	232	197	195	338	412	263	296	318	310	377	340	95	166	202	315
CER1	3	0	0	0	0	0	0	2	4	0	0	0	0	20	11	7	0	8	2	7
CERCAM	4	10	22	2	12	6	16	15	6	32	26	33	18	11	6	14	9	6	5	17
CERK	839	452	126	163	173	274	222	219	619	375	525	923	385	595	629	704	256	237	300	527
CERKL	5	11	4	2	9	0	45	2	13	35	18	4	7	17	32	7	4	5	8	2
CERS1	191	334	327	71	153	216	289	312	313	430	453	373	169	141	137	194	80	218	119	205
CERS2	134	218	369	46	41	109	222	132	164	248	142	187	112	101	52	140	80	99	72	69
CERS3	4	1	0	0	0	0	5	0	0	0	0	0	1	1	0	0	1	0	0	6
CERS3-AS1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS4	1	4	4	7	2	9	1	34	10	6	30	1	105	7	15	28	6	3	6	17
CERS5	112	145	118	56	68	100	61	91	86	100	161	193	113	73	66	94	116	126	77	145
CERS6	808	375	258	278	130	329	165	401	953	457	638	351	370	521	811	592	177	339	433	422
CERS6-AS1	139	50	33	26	16	60	41	112	145	36	107	57	53	89	158	115	68	76	105	68
CES1	0	28	4	12	14	20	4	3	18	41	62	13	18	0	0	20	0	2	1	2
CES1P1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES2	59	69	92	25	24	63	8	72	60	34	133	44	42	46	25	40	62	50	31	40
CES3	1	6	0	0	0	25	0	12	0	0	8	13	42	3	0	2	2	0	0	0
CES4A	3	25	10	1	6	2	35	11	3	12	36	74	11	30	21	5	10	8	6	11
CES5A	16	30	0	7	2	2	0	0	18	8	3	9	6	5	1	14	24	5	10	3
CES5AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
CETN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CETN2	329	141	234	36	54	157	264	171	247	343	562	411	158	170	193	174	106	154	105	98
CETN3	139	146	98	18	44	65	80	188	172	226	343	325	91	65	75	111	17	91	60	90
CETN4P	23	0	2	5	5	4	2	13	47	4	1	15	7	26	20	13	0	7	26	3
CETP	0	0	0	1	0	0	0	2	1	2	0	1	2	0	0	2	1	0	1	1
CFAP100	0	0	0	0	0	3	9	0	0	1	19	0	0	6	0	4	0	0	0	0
CFAP126	269	198	73	30	39	165	347	137	213	198	299	187	51	183	286	195	243	197	282	253
CFAP157	3	0	0	0	0	2	0	2	10	25	7	11	0	0	9	7	5	5	3	9
CFAP161	0	1	0	4	0	0	1	0	2	83	0	0	0	0	0	0	0	8	1	0
CFAP20	513	170	65	89	86	213	81	236	636	178	449	252	360	214	372	320	76	243	348	248
CFAP206	45	2	0	2	5	1	0	2	23	11	20	2	6	20	16	20	5	22	5	27
CFAP221	50	45	23	6	11	12	0	7	41	111	84	139	28	8	58	21	18	32	22	6
CFAP36	1246	382	227	164	218	378	256	586	1367	516	563	687	508	430	926	835	125	387	640	501
CFAP43	28	154	56	24	9	77	42	34	14	260	513	109	22	30	21	28	28	162	28	17
CFAP44	48	249	151	11	34	78	130	65	38	323	355	114	113	44	28	60	34	96	17	22
CFAP44-AS1	0	0	4	0	0	0	0	0	0	0	5	0	1	0	2	0	1	0	2	0
CFAP45	0	146	21	16	10	27	38	61	1	329	181	23	5	5	9	29	4	23	13	15
CFAP46	28	1	18	12	13	24	29	24	34	57	54	44	26	18	18	36	12	30	42	44
CFAP47	5	50	18	6	22	13	4	36	15	74	186	3	2	11	41	125	2	60	9	25
CFAP52	1	26	6	9	0	0	0	2	15	68	90	32	0	12	2	9	5	11	1	6
CFAP53	79	70	73	30	55	122	80	75	44	309	238	54	29	50	84	92	43	68	29	42
CFAP54	1	7	20	13	0	24	19	18	4	106	222	36	38	9	13	34	23	63	12	3
CFAP57	10	10	1	4	0	1	1	0	2	85	30	40	0	1	17	4	3	32	2	1
CFAP58	36	135	23	0	2	11	0	10	4	121	195	2	0	4	4	4	0	62	8	0
CFAP58-AS1	28	1	17	2	3	8	2	13	3	6	30	20	0	1	6	0	1	1	6	1
CFAP61	33	9	19	3	5	5	4	8	26	26	25	14	26	42	69	12	6	15	26	44
CFAP65	4	25	14	6	3	2	5	9	0	25	31	16	0	2	11	0	2	11	3	0
CFAP69	17	55	8	8	8	0	10	32	14	47	68	62	13	7	25	19	5	62	5	28
CFAP70	8	2	13	2	5	10	4	55	8	99	66	6	7	23	8	8	6	26	6	2
CFAP73	1	2	1	0	0	0	1	0	1	1	2	1	0	0	1	1	0	0	0	0
CFAP74	1	1	0	3	0	0	0	2	7	3	3	1	3	3	0	2	0	2	1	0
CFAP77	0	27	2	3	0	0	0	0	0	3	1	1	1	0	0	1	0	2	0	0
CFAP97	416	191	231	106	92	224	169	265	623	282	445	498	340	295	316	355	36	236	416	195
CFAP99	3	0	0	0	1	0	1	3	0	1	6	1	0	0	0	22	2	2	0	2
CFB	1	10	5	2	6	9	2	7	5	7	14	4	2	2	1	2	1	7	2	0
CFC1	5	0	4	0	0	0	1	6	1	5	4	6	0	4	3	2	0	0	1	23
CFC1B	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CFD	0	1	0	0	0	6	19	3	9	6	1	5	0	0	2	1	1	0	1	0
CFDP1	1879	1798	631	553	558	1043	534	1449	1879	1818	1395	1394	1027	825	911	1432	568	680	1072	2055
CFH	68	534	1133	186	174	377	316	248	51	616	1023	551	267	116	17	150	46	176	54	9
CFHR1	7	0	3	0	0	2	0	1	22	29	11	6	39	5	14	15	2	17	8	16
CFHR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFHR3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CFHR4	0	0	0	0	0	0	0	0	0	0	6	16	0	0	0	1	0	0	0	0
CFHR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFI	17	158	305	13	24	91	77	134	14	41	85	121	54	23	2	53	3	38	16	36
CFL1	905	758	313	311	193	576	608	549	1063	615	928	1172	842	632	794	1038	555	335	751	1225
CFL1P1	1	4	0	0	0	0	1	0	0	1	0	1	0	1	2	0	2	0	0	14
CFL2	3521	904	675	731	372	1001	498	1471	3753	1192	1514	1701	1452	2155	2846	2262	618	1055	1647	1411
CFLAR	689	828	797	253	331	438	736	773	780	1023	1043	1302	730	723	362	865	332	510	485	428
CFLAR-AS1	20	3	29	0	8	12	10	8	10	6	7	9	20	3	9	8	3	12	11	6
