Genename	Control_1	Control_2	Control_3	T24_10	T24_5	T48_10	T48_5	T72_10	T72_5
BRD7	56.6857	39.8137	46.8199	42.9464	41.5781	38.5867	45.7757	42.7264	39.6811
BRD7P3	0.0297	0.0000	0.0000	0.0120	0.0110	0.0081	0.0173	0.0141	0.0097
BRD8	18.7712	11.5566	13.3618	12.4144	12.4556	9.3603	17.1919	14.6969	12.1253
BRD9	78.8946	57.6784	64.1133	78.6430	71.9023	78.9583	78.9358	81.6688	75.4299
BRDT	0.0997	0.0366	0.0406	0.0756	0.0436	0.0488	0.0411	0.0937	0.0894
BRDTP1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BRE	35.0603	35.7482	36.7841	26.3583	27.5321	23.0083	23.8324	25.9808	24.0906
BRE-AS1	0.5336	0.7050	0.4617	0.1345	0.4238	0.4502	0.6207	0.7013	0.2673
BREA2	0.7659	0.7962	1.1603	1.2994	1.1537	1.4799	1.7428	1.8858	1.6607
BRF1	24.2371	37.8633	33.5293	36.3134	36.8730	40.8997	34.9404	37.7930	40.2770
BRF2	8.7845	7.9604	8.9368	10.1957	10.4494	10.6438	9.7087	11.4239	10.9416
BRI3	241.4260	250.1735	231.4808	248.2334	237.1450	293.0620	199.7388	243.4661	231.5280
BRI3BP	5.3256	4.4042	5.1127	4.9695	5.5329	5.9648	8.6620	7.7259	5.9951
BRICD5	0.8057	0.6250	0.6483	0.7531	0.4172	0.7900	0.5636	0.6901	0.8158
BRINP1	0.0000	0.0000	0.0000	0.0091	0.0000	0.0000	0.0000	0.0000	0.0000
BRINP2	0.0193	0.0107	0.0000	0.0000	0.0000	0.0105	0.0225	0.0368	0.0000
BRINP3	0.0000	0.0000	0.0670	0.0107	0.0488	0.0124	0.0000	0.0000	0.0298
BRIP1	0.7238	0.4564	0.6139	0.3828	0.5125	0.2923	0.9139	0.7851	0.4191
BRIX1	163.2870	142.3410	163.1570	147.3560	146.8770	115.5230	161.5510	149.5120	146.3150
BRK1	264.3760	256.4930	253.4170	238.1410	255.1070	191.6480	227.2030	194.4910	219.1770
BRMS1	50.9094	53.4392	52.8830	63.3512	58.6615	60.6335	65.0076	56.4280	63.6108
BRMS1L	8.0108	4.6096	6.5938	7.3679	6.7991	5.2206	6.8153	6.0453	6.4171
BROX	28.0367	24.1027	30.3686	26.9931	26.9928	20.4173	24.0980	24.3118	24.2105
BRPF1	14.4364	12.9658	14.7868	13.6897	15.5528	11.4727	12.3483	13.8029	13.2184
BRPF3	10.6012	8.2395	10.4305	10.4925	11.2906	5.7115	6.9170	8.5497	7.5716
BRS3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0180
BRSK1	8.5600	7.7582	6.6091	5.9555	6.5558	5.5049	5.2333	5.8108	6.6628
BRSK2	3.6311	5.1171	3.8420	4.9117	4.8910	4.2654	3.9830	4.4695	4.3869
BRWD1	9.8153	6.0417	8.9417	9.6967	10.1949	7.2561	10.3223	9.7701	8.9455
BRWD1-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BRWD1-IT2	1.9863	1.4215	2.1027	1.1099	1.0408	1.0368	2.0984	1.9690	1.4056
BRWD3	2.8229	1.5142	2.4110	1.9790	2.0880	1.1940	1.9148	1.8713	1.6258
BSCL2	1.6496	2.0921	1.6952	2.0505	1.6037	1.4116	2.3257	1.6106	1.5703
BSDC1	15.5365	12.7373	13.3719	16.1673	15.8714	11.5636	15.2850	15.5974	14.3142
BSG	635.3149	786.3459	720.5446	657.1901	710.6198	691.6105	723.7556	699.5591	718.9363
BSN	0.1914	0.1343	0.2071	0.1435	0.1542	0.0938	0.1339	0.1356	0.1084
BSN-AS2	0.3721	0.3287	0.3070	0.2149	0.3133	0.2113	0.2848	0.3113	0.3156
BSND	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BSPH1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BSPRY	0.0331	0.0000	0.0140	0.0404	0.0123	0.0180	0.0097	0.0630	0.0325
BST1	0.0523	0.2041	0.2216	0.2552	0.1355	0.1995	0.1220	0.1494	0.1369
BST2	8.8293	6.8848	5.3658	4.9836	5.1707	4.7200	6.7664	6.8076	5.1801
BSX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BTAF1	3.9601	2.0094	4.0511	3.6649	3.9555	1.8980	2.9766	3.3722	2.7245
BTBD1	36.6527	29.8478	37.3683	37.8295	38.3065	28.5871	36.1029	35.8479	37.5288
BTBD10	38.9150	31.9004	38.5905	42.6982	45.4197	36.1433	41.4804	42.6735	47.6217
BTBD11	6.6295	5.1027	6.5492	3.1506	3.2906	1.5036	4.4793	3.3384	2.2246
BTBD16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0116	0.0000	0.0000
BTBD17	0.3626	0.8538	0.4031	0.4237	0.3521	0.6419	0.3302	0.3882	0.3109
BTBD18	0.0235	0.0000	0.0498	0.0191	0.0000	0.0000	0.0000	0.0000	0.0000
BTBD19	9.7651	5.4914	5.9957	7.4807	8.4697	6.5155	6.2324	9.7809	7.5111
BTBD2	134.9060	178.9820	168.9770	135.4760	145.6540	134.5290	125.9590	127.9510	145.8080
BTBD3	10.6252	8.5507	11.0754	12.8987	13.1947	8.5512	12.0697	12.6569	10.9642
BTBD6	11.6134	11.0847	11.8377	12.9725	13.6592	16.4467	18.7081	18.9441	16.5724
BTBD7	7.4159	5.2820	7.5230	7.2866	7.3716	4.2907	6.3169	7.7181	6.0362
BTBD8	0.5372	0.2083	0.6369	0.4584	0.6755	0.3218	0.5949	0.6901	0.5439
BTBD9	3.4644	4.3742	3.9700	3.4208	2.8286	4.0842	4.2672	4.1700	3.5316
BTC	0.0272	0.0284	0.0230	0.0417	0.0100	0.0000	0.0079	0.0129	0.0266
BTD	3.3290	2.8244	3.5654	2.5992	3.0680	2.7336	4.9553	4.6019	2.9560
BTF3	1972.3904	1725.7017	1758.1687	1685.7926	1664.2449	1658.1331	1537.4868	1442.8838	1681.3101
BTF3L4	29.0109	25.3973	31.4366	28.9072	28.1138	22.6950	24.6844	22.1627	28.3516
BTF3P11	0.0000	0.0000	0.0644	0.0618	0.0000	0.0414	0.0443	0.0000	0.0000
BTG1	52.9448	43.4741	51.8320	43.9393	42.3801	41.5124	37.7874	43.1456	44.9340
BTG2	22.2569	22.0750	23.4371	21.7995	23.3144	17.9659	15.5159	19.8222	20.3090
BTG3	40.8532	31.9580	42.9283	43.5310	41.4053	35.1109	53.9117	44.7932	42.2193
BTG4	0.3294	0.1369	0.0697	0.0000	0.0000	0.0000	0.1680	0.0784	0.0538
BTK	0.1668	0.1157	0.0942	0.1910	0.0676	0.0924	0.0685	0.0870	0.1535
BTLA	0.0000	0.0259	0.0099	0.0000	0.0173	0.0064	0.0065	0.0000	0.0000
BTN1A1	0.0000	0.0000	0.0000	0.0000	0.0280	0.0275	0.0000	0.0000	0.0000
BTN2A1	9.2754	7.9950	8.4131	8.8395	8.8452	8.5894	10.7200	11.4723	9.4640
BTN2A2	2.1136	1.5878	1.6790	2.6697	2.5746	1.8827	3.1533	3.1574	2.4627
BTN2A3P	0.3578	0.1977	0.2145	0.2414	0.2524	0.1465	0.2096	0.1698	0.2426
BTN3A1	3.7613	2.5929	3.1940	3.4704	3.4004	2.4465	4.3896	3.9396	2.9830
BTN3A2	5.9194	4.0706	4.8588	3.6102	3.7736	3.5648	7.5451	6.6400	4.1443
BTN3A3	1.6381	1.4464	1.1144	0.9636	1.0284	0.5995	1.4037	1.1621	0.8472
BTNL10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BTNL2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BTNL3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BTNL8	0.0478	0.0794	0.0607	0.0000	0.0353	0.0000	0.0278	0.0000	0.0312
BTNL9	0.0406	0.0563	0.0430	0.0248	0.0451	0.0442	0.0826	0.0387	0.0265
BTRC	7.3099	6.3028	7.8546	7.0079	7.7799	4.3543	5.4394	6.1561	5.8466
BUB1	12.7756	7.9751	11.8106	7.9901	10.2008	6.0449	24.9823	18.0883	9.8106
BUB1B	9.2141	6.1955	8.2043	5.2519	6.6204	3.1066	15.3781	10.6598	5.5737
BUB1B-PAK6	0.0377	0.0000	0.0000	0.0000	0.0000	0.0158	0.0335	0.0000	0.0190
BUB3	139.0046	111.4037	121.6460	112.5267	118.9638	96.5571	151.6698	140.7637	118.2281
BUD13	11.6950	8.7705	9.1616	7.5027	8.4009	6.2789	10.3831	10.0962	8.1579
BUD31	272.2350	275.3010	293.0620	315.5740	288.3150	347.6360	331.9660	335.0550	338.6790
BVES	2.0683	1.2659	1.4998	1.6677	1.8894	1.3899	1.8370	1.9037	1.6828
BVES-AS1	0.1769	0.0980	0.1311	0.0899	0.1799	0.1686	0.1418	0.1473	0.0867
BYSL	31.7783	31.3971	32.1906	32.4767	34.3060	28.1240	34.5903	32.8066	30.5141
BZRAP1	0.8007	0.4212	0.4926	0.5774	0.4782	0.4378	0.2824	0.2903	0.4383
BZRAP1-AS1	1.2950	1.5384	1.4634	1.3593	1.4612	1.0671	1.0004	1.1407	0.9661
BZW1	235.4960	181.1690	258.1447	216.9616	227.2817	176.0259	216.9454	218.8337	220.9323
BZW2	89.6349	76.3045	92.8285	85.8910	89.6523	61.1701	90.4000	85.4839	73.5420
C10orf10	0.8285	0.7983	0.7169	0.3660	0.4397	0.2649	0.3989	0.5485	0.3412
C10orf105	0.0000	0.0000	0.0000	0.0000	0.0000	0.0040	0.0000	0.0000	0.0000
C10orf107	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf11	0.0000	0.0000	0.0438	0.0420	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf111	0.5359	0.2073	0.2952	0.2128	0.1572	0.1099	0.2692	0.2455	0.2724
C10orf113	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf12	1.2340	0.6666	1.1888	0.9278	1.0155	0.6301	0.9260	1.1670	0.8817
C10orf120	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf126	0.2064	0.0762	0.0874	0.0699	0.0382	0.0375	0.0902	0.1146	0.0000
C10orf128	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf131	0.8234	0.4562	0.4939	0.3346	0.3299	0.4298	0.4599	0.3591	0.3810
C10orf142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf2	34.0858	27.2056	27.7282	29.5375	28.6963	26.5529	29.1589	29.9996	27.8489
C10orf25	4.1595	2.9063	4.1570	3.2498	3.3262	2.5518	2.9699	2.9798	3.2077
C10orf35	17.7340	14.5686	13.8858	13.9792	14.3059	18.2358	15.5270	17.8587	18.4750
C10orf53	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf54	0.0000	0.0000	0.0062	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf55	2.5814	2.6031	3.0249	4.7126	5.1608	5.6529	8.0783	8.5661	5.8500
C10orf62	0.0643	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf67	0.2688	0.0135	0.1037	0.0499	0.0813	0.1797	0.0712	0.1516	0.0638
C10orf71	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf71-AS1	0.0000	0.0749	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C10orf76	6.9308	5.8963	6.9417	6.9700	7.3842	5.1228	6.5720	6.6365	6.4112
C10orf82	0.0000	0.0000	0.0000	0.0000	0.0312	0.0000	0.0246	0.0000	0.0000
C10orf88	5.3621	4.2697	5.9544	4.9793	5.3402	3.6096	5.2833	5.5446	5.3525
C10orf90	0.0233	0.0129	0.0099	0.0000	0.0172	0.0000	0.0000	0.0000	0.0076
C10orf91	0.3731	0.4134	0.3160	0.1011	0.4600	0.3726	0.6524	0.3551	0.2844
C10orf95	0.4328	0.3430	0.3609	0.1630	0.2713	0.3173	0.3350	0.4574	0.1861
C10orf99	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C11orf1	29.1579	29.5616	30.1608	26.3057	26.1182	24.4026	21.0791	22.2110	26.9203
C11orf16	0.0777	0.0000	0.0000	0.0316	0.0144	0.0423	0.0226	0.0185	0.0761
C11orf21	0.0000	0.0000	0.0000	0.0000	0.0125	0.0092	0.0099	0.0000	0.0111
C11orf24	20.2343	18.8382	18.7725	16.8002	19.2558	15.3250	19.7177	20.0644	17.5638
C11orf31	137.7590	133.6550	133.6900	142.0120	125.3020	189.0380	156.9860	170.1020	156.8770
C11orf40	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C11orf42	0.0000	0.0000	0.0301	0.0577	0.0000	0.0000	0.0000	0.0338	0.0464
C11orf44	0.2225	0.3183	0.3523	0.3872	0.3892	0.2418	0.3467	0.2962	0.2741
C11orf45	0.0000	0.0000	0.0000	0.0000	0.0074	0.0054	0.0000	0.0000	0.0000
C11orf49	16.2711	16.7619	16.3295	14.7565	15.1859	16.5865	16.1764	18.0653	16.7699
C11orf52	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C11orf53	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C11orf54	15.1552	12.3267	16.4384	13.6206	14.2020	10.8953	10.9884	10.6153	13.2272
C11orf57	17.4958	12.8805	15.3815	17.4834	15.5829	13.5955	16.2248	15.9718	16.0070
C11orf58	75.3958	60.9651	70.0083	69.0631	66.8544	56.2937	62.9562	58.9818	67.1628
C11orf63	2.0147	1.4736	1.5096	1.4332	1.4993	1.1186	1.3030	1.5321	1.4542
C11orf65	0.8038	0.5789	0.5106	0.5880	0.5946	0.5035	0.4919	0.5737	0.4463
C11orf68	60.3626	68.7517	58.4471	61.0744	64.0852	68.3338	65.2226	65.9340	71.5435
C11orf70	0.0349	0.0752	0.0587	0.0685	0.0378	0.0555	0.0710	0.0668	0.0457
C11orf71	9.2306	8.5662	7.4265	7.1744	6.9563	6.4731	8.6419	7.6314	7.7632
C11orf72	9.8486	6.1234	6.2882	7.1829	6.1364	8.2198	7.5296	7.3597	6.8770
C11orf73	66.4178	52.8097	59.6552	53.2478	52.0356	49.7385	48.8877	46.6216	55.8830
C11orf74	38.7041	32.5770	36.8616	30.7336	26.9831	26.9780	28.1025	24.2225	31.7186
C11orf80	3.9804	3.8137	3.8508	3.0068	3.1330	4.0095	4.9487	3.9337	3.9416
C11orf84	24.0591	29.8707	24.9753	28.2513	28.4759	26.7546	26.7927	32.7656	27.8603
C11orf85	0.0000	0.0410	0.0000	0.0000	0.0274	0.0403	0.0000	0.0000	0.0000
C11orf86	0.0680	0.0377	0.0288	0.0276	0.0000	0.0000	0.0000	0.0324	0.0000
C11orf87	0.0117	0.0065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0056	0.0000
C11orf88	0.3374	0.0721	0.2381	0.0000	0.0000	0.0000	0.0745	0.1606	0.0850
C11orf91	12.4743	6.8058	8.9515	10.5648	10.0378	11.2029	15.8459	16.3116	12.1295
C11orf94	1.1900	1.5384	0.5039	1.4509	0.4401	0.9722	0.3468	1.6987	1.2956
C11orf95	4.4708	5.2093	5.7164	6.2910	5.9328	4.4090	4.1992	7.5376	5.4220
C11orf96	0.0000	0.0000	0.0251	0.0000	0.0000	0.0000	0.0173	0.0000	0.0582
C11orf97	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C11orf98	212.1571	215.6223	196.2511	182.2813	183.7989	210.9277	213.2853	222.2870	192.0941
C12orf10	117.3160	137.2340	128.3270	133.1090	136.5920	138.8300	126.3550	121.0630	134.1950
C12orf29	14.5446	11.3638	15.2975	12.5751	12.9285	9.8873	14.0197	13.3266	13.1053
C12orf4	9.2081	6.4919	9.7762	8.4520	8.7148	6.3365	9.0916	8.6342	8.4967
C12orf40	0.0690	0.0255	0.0196	0.0374	0.0511	0.0125	0.0404	0.0440	0.0604
C12orf42	0.0694	0.0000	0.0294	0.0141	0.0128	0.0000	0.0101	0.0000	0.0000
C12orf43	15.4711	13.7237	14.4962	13.7663	13.6403	12.8858	14.5955	14.2965	13.8616
C12orf45	49.1292	47.9415	50.0625	42.9591	44.7835	52.9141	52.4676	51.0524	51.9173
C12orf49	11.5024	9.7929	11.9189	10.6071	11.6983	8.0160	10.5819	10.5372	9.3663
C12orf50	0.0000	0.0000	0.0754	0.0000	0.0000	0.0000	0.0259	0.0424	0.0000
C12orf54	0.0000	0.0538	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0635
C12orf56	0.0000	0.0000	0.0204	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C12orf57	75.2909	78.9224	73.2800	69.0883	64.0055	90.3770	75.1451	78.7235	75.9288
C12orf60	2.0249	1.2020	1.6536	1.2931	1.4979	1.2210	1.6017	1.2388	1.1101
C12orf65	17.5071	14.4504	14.0375	11.7741	13.7051	13.9542	14.6423	13.0250	14.7065
C12orf66	3.4494	3.4643	3.5122	2.0806	2.5345	1.8410	2.4991	2.5791	2.3591
C12orf71	0.1748	0.1453	0.3331	0.0000	0.0970	0.0476	0.0255	0.0000	0.0000
C12orf73	7.4935	6.4389	7.0682	6.4372	5.4934	6.2688	6.3030	5.9783	6.7708
C12orf74	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C12orf75	51.0106	40.1969	45.0489	39.5469	41.0914	35.4651	48.9173	43.0504	41.8206
C12orf76	4.3337	2.7622	3.2154	3.2263	2.6809	2.6633	4.0795	3.5585	3.7327
C12orf77	0.2311	0.3663	0.2616	0.1337	0.0000	0.3611	0.2844	0.4032	0.1396
C12orf80	0.0000	0.0680	0.0000	0.0000	0.0000	0.0167	0.0179	0.0000	0.0200
C14orf1	22.3458	21.8251	23.4333	20.4990	20.8197	17.9299	22.1737	20.1000	21.4708
C14orf105	0.1750	0.0260	0.1668	0.1182	0.0604	0.0672	0.0667	0.0885	0.0763
C14orf119	38.9361	29.5384	35.9008	36.4133	36.3681	29.3401	32.0510	28.3942	32.6269
C14orf132	4.5271	3.7498	4.4141	3.6141	3.8013	3.5770	5.0321	5.1996	4.1573
C14orf142	29.9164	24.7864	28.2995	28.1084	27.0791	24.3858	33.7744	26.7724	28.8427
C14orf159	9.8236	9.2922	8.6366	8.2545	7.6038	7.9346	7.6771	8.3996	8.1740
C14orf166	200.7980	155.8900	183.2810	166.6290	159.9160	146.1170	156.2710	148.7460	159.2290
C14orf169	0.0000	0.0000	0.0250	0.0000	0.0000	0.0080	0.0000	0.0141	0.0000
C14orf177	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C14orf178	0.8182	0.1300	0.6611	0.4641	0.6397	0.4437	1.1533	0.7976	0.6444
C14orf180	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C14orf2	227.1887	212.3222	202.5936	193.0709	186.0569	221.0818	238.6261	223.9781	198.9841
C14orf28	1.0401	1.2349	1.3842	1.6707	1.5388	1.6523	1.1403	1.3433	1.5934
C14orf37	0.8618	0.6991	0.5272	0.9204	0.8553	0.6488	1.9440	1.6046	0.7323
C14orf39	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C14orf79	9.3559	8.1707	8.7628	7.8139	6.4664	7.5143	6.9436	7.9416	7.3286
C14orf80	17.9516	25.9119	25.4427	23.6644	22.1649	39.4045	56.5779	58.1704	42.5675
C14orf93	7.8580	8.1823	9.2493	5.9209	6.2281	5.4868	7.5423	7.4240	6.3755
C15orf32	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C15orf38-AP3S2	0.3394	0.4214	0.2363	0.2610	0.3623	0.5674	0.4582	0.8518	0.6275
C15orf39	16.7752	21.2237	21.3101	29.5444	32.1491	27.9118	29.7164	32.6754	31.4706
C15orf40	22.7054	18.4496	20.6132	18.7260	15.9433	16.1628	20.6298	17.4256	16.2418
C15orf41	4.1035	4.1041	4.3311	3.6386	3.9867	2.4926	3.8107	3.8285	3.3752
C15orf43	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C15orf48	0.0000	0.0000	0.0000	0.0000	0.0775	0.1141	0.0305	0.0498	0.0684
C15orf52	18.5159	12.5433	13.6873	9.0912	9.1737	6.5746	12.4853	11.6510	8.8936
C15orf53	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C15orf54	0.0000	0.0000	0.0393	0.0098	0.0089	0.0131	0.0281	0.0110	0.0079
C15orf56	0.0000	0.0000	0.0000	0.0000	0.0129	0.0000	0.0000	0.0331	0.0000
C15orf57	12.4552	9.6059	11.5402	19.6220	18.8909	17.6339	18.8287	17.6919	17.8897
C15orf59	0.1027	0.0983	0.1336	0.0781	0.0754	0.1213	0.1154	0.0855	0.1227
C15orf59-AS1	0.5863	0.0000	0.0585	0.0000	0.0000	0.0000	0.1139	0.0000	0.0000
C15orf61	11.1368	10.4045	12.3261	8.1764	8.0715	9.8432	7.9371	9.2730	9.4093
C15orf62	0.2341	0.0324	0.0991	0.0951	0.0649	0.0558	0.1023	0.1532	0.0478
C15orf65	1.3335	1.3433	1.3860	0.6897	0.5380	0.6933	0.6359	0.3461	1.0294
C16orf13	92.1611	122.5141	104.4996	75.2238	75.1209	92.7508	87.1801	85.7819	86.4223
C16orf45	16.1985	15.2175	15.4227	15.4856	17.8031	14.6362	14.2103	15.4625	16.2168
C16orf46	1.4063	1.1710	1.3623	0.9728	1.1251	0.7348	0.9791	1.1099	1.0251
C16orf47	0.0000	0.0000	0.0000	0.0000	0.0224	0.0000	0.0000	0.0000	0.0000
C16orf52	17.6639	11.5985	15.5749	7.7821	8.4501	5.0041	6.1424	6.7059	7.0232
C16orf54	0.3723	0.3520	0.2310	0.1370	0.2084	0.2995	0.2555	0.2163	0.1754
C16orf58	66.3286	84.5114	80.1914	79.6410	86.6813	73.1262	62.6383	63.9682	78.6918
C16orf59	8.7726	11.4881	10.4488	10.1235	10.8099	11.4471	17.5544	14.8442	13.2996
C16orf62	10.8650	10.0518	11.8279	11.6182	12.8552	9.2112	12.5887	13.4914	12.5185
C16orf70	6.0521	4.3426	5.1502	5.8477	5.5769	4.4241	5.7259	5.1689	5.5064
C16orf71	0.2941	0.1482	0.1698	0.1739	0.1681	0.1311	0.1403	0.0763	0.0699
C16orf72	22.5409	17.0478	22.7469	23.9934	25.3592	20.8261	27.5686	27.7127	25.0348
C16orf74	41.7784	54.4352	47.9076	36.2993	36.8373	55.9731	40.2771	45.1055	49.4370
C16orf78	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C16orf82	0.0000	0.0000	0.0137	0.0000	0.0000	0.0088	0.0000	0.0000	0.0000
C16orf86	1.0651	1.9786	1.1938	0.9166	1.0891	1.6550	1.4972	1.7589	1.4119
C16orf87	6.8510	5.0191	7.0967	6.3738	6.3663	6.0907	7.7718	7.1933	6.6574
C16orf89	0.1970	0.2816	0.1430	0.1595	0.2572	0.2487	0.2551	0.1273	0.1854
C16orf90	0.0951	0.0527	0.0403	0.1159	0.0000	0.0518	0.0000	0.0000	0.0000
C16orf91	29.7753	28.9885	28.0952	32.9446	29.6649	40.1224	42.0078	38.3680	38.5909
C16orf92	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C16orf95	15.9079	17.0695	15.9688	15.5633	16.2594	21.0974	22.7502	21.7235	19.6786
C16orf96	0.0415	0.0575	0.0528	0.0169	0.0154	0.0226	0.0121	0.0297	0.0407
C16orf97	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C17orf100	4.8307	4.5335	4.6754	5.8094	4.5214	5.1817	4.3096	4.7613	5.2967
C17orf102	0.6203	0.4507	0.6446	0.3526	0.3606	0.3041	0.3967	0.4562	0.2833
C17orf105	0.1067	0.0000	0.0000	0.0000	0.0790	0.0291	0.1867	0.0000	0.0349
C17orf107	0.5294	0.2877	0.2097	0.3624	0.3587	0.1747	0.1856	0.3269	0.3166
C17orf112	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C17orf47	0.0000	0.0212	0.0000	0.0000	0.0000	0.0000	0.0000	0.0176	0.0114
C17orf49	169.0159	196.2064	183.4541	197.7328	207.0334	252.6281	241.9372	242.1828	239.6584
C17orf50	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C17orf51	18.1044	14.5956	18.9281	13.9063	15.5367	9.1106	10.7069	12.6303	11.5679
C17orf53	3.2416	3.3557	3.2276	2.9803	3.6061	2.9220	5.2950	5.0800	3.6597
C17orf58	20.2687	18.9041	22.4483	17.2404	17.0136	17.3143	21.7615	20.3783	18.8574
C17orf62	44.1735	54.8833	50.2886	61.8031	60.6258	70.7338	72.3024	69.7185	72.2662
C17orf64	0.1762	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C17orf67	3.7715	3.1754	2.8183	3.2158	2.8447	2.9203	2.5431	3.1494	2.4395
C17orf74	0.0462	0.0000	0.0000	0.0376	0.0513	0.0378	0.0808	0.0220	0.0151
C17orf75	12.6876	9.2719	11.6065	10.0504	9.4055	9.6497	10.7799	10.6520	10.6425
C17orf77	0.0586	0.0483	0.0536	0.0751	0.0644	0.0675	0.1016	0.0977	0.0838
C17orf78	0.0403	0.0223	0.0171	0.0000	0.0745	0.0000	0.0000	0.0000	0.0132
C17orf80	13.6171	9.4564	11.3758	11.2401	10.4347	7.8258	10.4665	10.4426	11.0411
C17orf82	0.3526	0.3628	0.2773	0.4298	0.2049	0.4526	0.6458	0.5512	0.4606
C17orf89	344.1010	286.6380	286.4620	249.4220	219.6530	350.8210	361.8910	352.5600	287.8540
C17orf96	10.8189	19.4411	17.3599	16.1396	15.2453	16.7322	19.8334	35.3513	20.4718
C17orf97	5.1504	4.1897	3.4618	2.8075	2.9633	2.2153	3.5857	4.0456	2.6835
C17orf98	0.0000	0.0000	0.1547	0.1485	0.0676	0.0497	0.0000	0.0869	0.0597
C17orf99	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C18orf21	23.1319	17.5531	21.0329	22.2095	21.2794	17.5173	19.9708	19.6459	20.2837
C18orf25	12.6364	8.4798	11.8455	12.1212	13.2293	8.3323	10.9338	11.8930	10.6741
C18orf32	9.9969	12.8653	13.5629	9.0838	11.8828	6.7746	12.0596	9.9600	11.8855
C18orf42	0.0000	0.0530	0.0405	0.0259	0.0118	0.0434	0.0186	0.0607	0.0208
C18orf54	1.8418	1.1912	1.9865	1.2880	1.5247	1.1929	2.4978	2.0379	1.7242
C18orf61	0.3806	0.1264	0.1602	0.1100	0.1181	0.1151	0.1523	0.0666	0.1214
C18orf63	0.0000	0.0000	0.0058	0.0000	0.0102	0.0113	0.0000	0.0066	0.0000
C18orf65	0.0357	0.0198	0.0454	0.0000	0.0132	0.0097	0.0104	0.0000	0.0000
C18orf8	15.6240	11.5630	14.2955	13.5072	13.9028	11.5467	13.4664	13.7470	12.5135
