ESC_47	ESC_19	ESC_20	ESC_13	ESC_11	ESC_28	ESC_3	ESC_36	ESC_22	ESC_37	ESC_29	ESC_45	ESC_15	ESC_14	ESC_10	ESC_1	ESC_21	ESC_5	ESC_6	ESC_23	ESC_35	ESC_25	ESC_2	ESC_43	ESC_30	ESC_12	ESC_24	ESC_27	ESC_40	ESC_7	ESC_17	ESC_38	ESC_39	ESC_16	ESC_4	ESC_9	ESC_31	ESC_33	ESC_42	ESC_18	ESC_34	ESC_26	ESC_48	ESC_41	MEF_54	MEF_61	MEF_67	MEF_91	MEF_62	MEF_70	MEF_78	MEF_90	MEF_49	MEF_77	MEF_53	MEF_74	MEF_59	MEF_81	MEF_84	MEF_83	MEF_79	MEF_72	MEF_60	MEF_88	MEF_73	MEF_71	MEF_51	MEF_65	MEF_66	MEF_76	MEF_68	MEF_92	MEF_89	MEF_64	MEF_87	MEF_82	MEF_75	MEF_69	MEF_52	MEF_50	MEF_86	MEF_63	MEF_56	MEF_55	MEF_80	MEF_85	MEF_58	MEF_57
Phtf1	0	0	0	0	0	3	1	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	121	205	19	1	98	0	77	0	39	0	0	0	0	31	18	0	23	53	0	0	23	122	48	15	0	91	9	0	65	0	0	0	7	0	0	0	111	63	53	12	1	49	17
Magi3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	69	17	8	42	31	0	0	0	0	0	67	0	9	0	0	0	0	0	1	0	1	3	60	0	0	0	0	0	8	0	0	4	90	0	0	0	43	125	0	0	0	12	0
Lrig2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	23	0	8	0	0	39	0	0	0	0	0	0	0	0	83	0	11	0	0	0	73	22	0	0	0	0	0	0	0	0	0	7	49	0	0	0	0	2
Slc16a1	0	0	0	0	0	0	0	0	8	0	0	89	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	25	0	8	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	40	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	60	6	0	0	1	0	16	13	0	0	0	29	0	46	0	0	0	0	0	0	0	9	0
Gm6485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	27	0	27	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	16	0	11	0	12	39	0	0	0	0	0	0	0	0	7	0	0	0	0
Rhoc	15	2	0	0	23	5	0	0	42	0	0	0	4	0	17	2	5	0	0	5	1	0	0	1	5	5	0	2	0	2	0	27	0	5	18	2	3	9	0	0	44	14	0	37	349	712	309	396	0	296	189	722	154	457	0	133	477	279	424	88	38	655	547	121	98	263	419	215	24	558	404	655	271	293	321	3	207	514	169	0	157	419	490	171	0	49	713	354
Mov10	72	0	9	69	0	0	0	0	50	0	3	0	0	0	1	0	0	16	1	0	34	0	0	0	0	0	30	15	0	0	27	34	0	0	0	0	0	36	0	15	0	0	30	0	0	0	39	101	0	68	0	33	0	99	0	0	0	0	0	0	0	0	0	32	9	0	68	0	3	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
Capza1	0	0	0	0	0	0	0	0	12	0	0	1	0	0	37	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	5	0	1	13	0	0	2	0	0	0	15	60	68	0	60	0	0	19	41	120	0	7	146	1	0	3	0	106	27	0	0	27	22	17	0	19	120	67	0	151	17	9	113	26	72	0	0	0	42	31	0	21	3	11
St7l	0	0	0	0	0	0	3	0	0	0	2	0	110	0	1	0	0	1	0	2	0	0	0	0	0	0	38	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	1	74	44	0	0	0	0	24	65	0	0	0	0	0	0	0	0	0	50	0	0	22	0	0	0	46	6	46	0	0	0	0	1	0	0	44	0	11	1	3	0	1	0
Wnt2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cttnbp2nl	0	0	0	0	0	0	0	0	3	0	0	3	0	0	9	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	62	169	27	12	0	51	0	51	39	24	0	0	163	0	121	4	52	47	88	0	0	88	2	117	0	64	0	120	25	128	147	0	139	34	0	15	0	44	70	139	0	0	88	0
Kcnd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0
Ddx20	0	0	0	0	524	0	1	0	1	0	0	1	0	1	9	0	0	0	0	0	0	0	0	9	7	0	0	45	0	0	0	1	0	0	0	0	0	3	0	1	0	0	2	0	0	3	1	16	0	0	6	21	2	3	0	14	0	3	11	0	0	0	145	3	0	50	0	25	0	0	0	161	18	0	25	0	44	0	0	0	0	1	26	0	0	0	77	0
Fam212b	0	0	0	0	0	0	0	3	5	0	0	0	0	0	8	0	0	0	3	2	0	0	0	40	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	119	78	0	40	0	47	132	52	40	0	0	39	4	162	0	0	25	1	49	0	71	137	134	283	0	20	0	25	167	7	66	5	93	48	0	34	0	1	42	2	0	0	0	41
Rap1a	0	0	0	0	0	0	0	0	1	0	3	11	0	0	1	0	16	0	0	0	0	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	30	0	11	0	22	0	83	83	9	0	0	0	61	29	0	0	17	109	0	0	0	113	62	0	49	0	40	25	26	94	0	19	1	0	64	47	23	1	12	0	0	25	40
Adora3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5f1	90	34	35	42	58	6	9	19	43	0	1	0	49	0	3	4	34	311	37	126	38	230	6	30	1	16	34	89	0	2	0	40	0	0	13	0	91	93	13	0	19	19	24	30	769	79	370	77	0	342	431	1003	157	342	25	102	310	434	1717	14	33	296	50	109	23	139	374	222	91	270	191	145	34	169	779	96	202	449	133	63	1	1122	364	140	0	90	455	97
Wdr77	78	0	0	0	0	0	1	0	7	0	40	0	0	35	30	0	0	2	0	110	26	7	0	0	4	0	0	3	0	11	9	0	0	0	3	0	0	0	0	0	25	15	0	0	50	142	46	25	0	0	39	0	50	127	0	4	32	94	29	0	0	97	26	68	9	0	51	3	0	52	174	72	0	14	14	0	31	4	0	0	41	1	163	26	2	114	111	0
Ovgp1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Gm4540	92	0	41	0	0	0	0	135	17	28	0	4	0	3	20	4	30	21	0	10	37	83	0	0	0	0	0	47	0	0	0	8	22	0	0	62	0	0	0	0	0	9	0	33	10	82	6	6	0	114	25	69	47	68	0	0	145	147	69	14	14	10	54	0	41	17	182	82	45	129	104	78	5	111	0	4	61	53	0	0	0	197	180	58	0	0	60	117
Dennd2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
Cept1	0	1	0	0	0	0	0	0	9	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	46	0	0	39	10	5	0	0	58	0	0	0	0	0	29	11	191	28	45	5	0	0	77	0	48	189	21	0	0	1	0	0	149	0	90	0	54	0	0	107	0	0	0	23	2	69	0	0	0	0	0
Dram2	121	0	0	0	0	0	0	0	0	341	0	5	0	60	5	0	186	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19	0	0	0	0	33	156	41	0	0	20	16	3	11	0	0	0	0	92	0	0	3	11	0	0	0	19	8	9	0	0	26	34	0	0	10	0	40	33	0	49	0	0
Lrif1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	26	5	0	41	0	0	0	50	44	16	0	10	8	0	0	0	0	0	0	0	0	0	14	0	0	0	0	16	65	0	0	0	0	0	25	25	0	0	57	0	0	0	35	7
Cd53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamtor5	61	10	41	15	30	0	0	0	32	0	0	36	11	3	1	0	0	130	0	20	13	12	0	0	0	42	0	0	0	11	0	1	0	0	1	0	0	0	0	25	3	1	40	11	43	336	21	64	0	3	31	162	14	34	0	54	4	0	0	0	43	118	11	1	0	19	191	166	38	161	105	75	47	30	73	0	100	110	3	1	13	188	300	68	0	2	0	1
Slc16a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	28	0	0	0	0	0	4	0	5	0	0	0	16	0	0	0	18	17	0	0	0	0	0	30	0	0	0	0	0	0	0
Rbm15	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	27	13	0	0	13	37	0	0	0	0	26	0	0	44	0	0	0	53	0	0	0	0	0	0	0	0	0
Kcnc4	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a17	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	26	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0
Strip1	6	0	0	0	4	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	15	39	63	20	0	0	0	102	0	0	2	0	0	6	0	0	0	138	0	0	0	27	58	0	0	8	0	14	91	0	0	0	101	0	0	0	14	75	59	0	0	0	92	0
Ahcyl1	0	19	63	0	0	0	0	0	85	0	111	0	0	0	178	22	0	6	0	152	8	0	0	0	0	8	135	1	0	2	0	0	0	36	6	0	122	4	3	0	5	6	0	10	462	1843	372	168	64	314	88	373	164	302	17	17	75	241	6	1	0	185	384	129	4	261	155	552	22	49	1851	416	184	81	464	83	94	483	19	62	49	206	242	121	83	22	506	81
Csf1	1	1	10	0	0	0	0	0	14	0	0	0	0	0	26	0	0	0	0	0	0	0	2	1	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	2	1	0	8	105	427	155	88	0	192	0	38	55	24	29	183	0	95	0	16	0	3	34	0	0	3	225	1	0	133	47	179	669	0	179	8	34	1267	69	13	381	104	346	94	24	8	19	39
4933431E20Rik	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	44	0	3	0	0	0	0	50	0	0	0	26	0	1	0	62	0	0	42	2	1	1	16	5	0	0	0	0	0	19	0	0	0	0	0	1	1
Gstm5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	11	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	20	0	0	15	0	52	14	10	0	0	0	0	0	38	85	0	0	0	0	0	0	163	25	7	0	0	110	1	55	307	0	63	4	46	0	0	0	27	49	0	7	2	0	85	27
Gstm7	0	0	0	0	14	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	7	4	0	0	0
Gstm6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gstm3	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm2	26	0	0	0	85	0	154	0	0	68	0	0	0	0	14	0	39	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	46	1	3	0	26	0	0	0	5	22	0	0	17	5	0	0	0	0	0	17	0	2	0	0	18	77	0	0	0	1	32	27	0	0	81	0	0	51	28	2	16	103	45	0	0	165	0	0	31	0	0	209	11	0	135	6
Gstm1	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	0	87	0	0	0	0	0	0	11	0	0	37	57	0	0	0	0	24	75	0	9	80	43	0	0	7	0	0	71	0	245	0	227	0	12	27	47	8	0	0	59	0	0	0	0	0	38	39	37	0	8	5	111	0	14	0	0	26	0	104	0	0	49	19	0	15	0	64	29	0	0	0	0
Gstm4	0	0	0	0	20	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	20	0	0	0	0	10	0	0	0	0	0	0	22	0	0	0	0
Ampd2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	11	114	195	0	130	47	0	0	0	21	0	12	33	34	49	0	0	39	0	0	0	14	46	55	0	77	100	32	118	0	99	8	15	5	107	7	0	78	19	40	0	0	21	31
Gm12500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Gnat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnai3	35	0	0	0	0	0	0	40	44	0	0	0	5	0	0	0	90	0	0	2	10	8	0	0	11	0	0	50	0	0	0	0	11	0	17	0	0	4	0	0	6	0	75	0	153	152	45	8	1	238	16	115	181	30	0	97	766	287	15	68	0	172	74	0	0	35	218	215	86	255	55	240	136	18	82	0	116	235	11	55	0	260	311	39	3	84	377	159
Amigo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb561d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	61	0	0	0	0	65	0
Atxn7l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	36	0	0	0	0	52	0	0	0	1	0
Psma5	55	0	0	1	29	0	58	128	1	6	26	0	26	25	8	28	52	3	0	62	69	67	0	0	0	0	0	34	3	1	0	15	33	7	2	0	0	73	0	6	3	0	0	1	86	82	28	0	12	87	0	148	12	0	2	1	26	291	89	3	0	23	1	30	60	41	76	38	2	64	24	73	18	28	82	0	7	93	0	8	0	85	120	152	1	0	28	31
Sort1	0	0	6	0	24	0	0	0	0	1	0	0	0	0	4	0	11	0	0	5	3	0	0	0	0	0	1	0	0	3	0	0	31	0	6	0	7	0	0	0	10	5	0	0	0	0	0	0	0	6	18	64	0	5	0	0	3	0	0	80	0	0	0	0	0	57	36	91	2139	19	0	47	0	0	89	0	27	0	0	0	0	0	36	2299	0	0	90	0
Gm12522	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psrc1	24	26	91	0	0	0	49	17	10	0	0	196	0	0	15	34	0	40	0	0	0	0	0	1	0	0	0	1	0	0	0	55	49	0	0	22	29	166	0	0	8	3	0	14	69	53	65	0	1	183	19	11	14	60	0	0	31	0	31	0	11	15	50	10	30	128	44	39	1	36	27	106	150	0	42	15	22	195	19	0	7	40	64	91	0	0	141	26
Celsr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sars	106	6	66	57	177	0	2	44	37	19	6	33	81	9	14	10	114	54	0	29	57	0	0	27	7	41	90	13	0	1	0	106	21	0	3	80	3	99	0	0	9	10	2	0	27	229	37	45	8	245	132	164	64	244	3	1	27	203	57	12	27	72	145	7	93	238	16	35	8	83	346	404	20	92	166	49	27	100	113	0	0	149	1	24	20	37	140	138
Scarna2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167b	0	0	17	0	8	0	0	0	5	0	0	85	0	0	29	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	15	0	0	0	0	1	0	0	0	47	0	145	202	0	208	0	0	7	117	0	0	10	0	0	0	0	171	73	78	0	0	19	74	0	0	1	55	0	22	0	4	26	0	0	18	35	131	24	3	0	93	30	51
Gm22860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf13	0	0	286	0	0	0	0	0	2	0	11	0	0	38	4	0	2	0	0	0	1	4	10	0	3	0	0	43	0	0	1	10	0	1	4	0	2	0	2	16	0	0	0	3	7	503	89	0	0	6	105	113	5	255	0	70	138	1	354	38	0	0	6	29	30	1	49	1	0	55	192	150	211	175	74	0	0	0	0	0	2	41	0	70	0	0	79	666
Wdr47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	2	0	0	0	0	27	0	0	0	0	0	0	0	0	32	0	0	6	0	0	44	19	0	0	0	74	0	0	13	34	19	0	0	2	12
Gm12517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0
Clcc1	36	0	0	0	0	0	24	0	1	0	0	0	0	0	8	0	1	19	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	4	0	0	1	0	34	0	3	3	20	0	0	21	43	0	0	0	0	0	12	0	18	7	0	0	0	25	1	0	36	0	8	0	2	0	0	3	3	0	0	29	0	3	0	0	0	17	6
Gpsm2	10	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	53	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	19	0	0	4	70	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	6
Aknad1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp3a	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	24	0	32	0	0	0	32	1	16	0	0	42	27	0	0	12	0	0	0	0	0	24	0	0	0	0	28	192	15	0	8	27	0	35	0	277	32	6	0	0	22	0
Prpf38b	15	0	23	0	4	0	0	0	3	0	0	0	0	8	7	0	0	0	0	0	45	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	15	0	0	0	0	0	11	40	7	32	3	0	437	0	21	0	173	0	0	0	61	0	0	88	49	47	0	1	18	118	0	0	182	26	22	752	0	123	0	2	5	0	0	0	52	129	49	0	117	22	12
Gm12521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Fam102b	0	0	0	0	0	0	0	0	16	0	6	0	0	0	8	0	0	0	0	6	0	0	0	3	1	0	0	0	0	8	0	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	95	168	0	41	0	37	159	23	0	0	27	84	0	0	0	18	10	54	0	1	36	66	6	49	0	23	0	55	13	0	8	636	0	20	0	0	508	4	9	0	1331	35
Slc25a24	0	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	2	0	0	364	56	100	89	0	0	0	151	49	184	0	0	148	483	0	0	0	8	117	0	0	2	196	129	23	310	0	73	0	0	152	5	0	280	119	85	36	0	400	163	0	10	229	55
Vav3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	24	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0
Ntng1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prmt6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	59	0	1	0	0	0	0	0	0	0	0	81	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	26	0	0	0	0	58	77	1	0	0	0	96	0	0	0	36	6	0	0	0	24	0	0	0	50	0	0	0	8	9	62	51	0	0	36	0	0	19	0	0	250	43
Rnpc3	10	0	10	0	0	0	0	0	17	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	6	0	0	2	0	4	355	74	0	2	9	0	0	0	0	16	0	0	0	0	0	0	0	0	0	3	70	2	0	0	0	0	3	0	0	0	4	0	0	0	0	50
